Unique Key,Created Date,Closed Date,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Address Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Borough,Latitude,Longitude,Location,area_name,year,geo_id,pop_25_plus,pop_25_less_9th,pop_25_hs_grad,pop_25_bach_plus,pop_25_34_bach_plus,pop_45_64_bach_plus
34730170,11/07/2016 08:18:21 PM,,Rooster,Residence,11691.0,617 JARVIS AVENUE,JARVIS AVENUE,ADDRESS,Open,12/07/2016 08:18:21 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,QUEENS,1056252.0,157420.0,QUEENS,40.59846531609839,-73.74072273903649,"(40.59846531609839, -73.74072273903649)",Queens,2016,0500000US36081,1630963,173337,444776,182571,328408,114495
34732536,11/08/2016 04:10:07 PM,,Rooster,Residence,11691.0,617 JARVIS AVENUE,JARVIS AVENUE,ADDRESS,Open,12/08/2016 04:10:07 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,QUEENS,1056252.0,157420.0,QUEENS,40.59846531609839,-73.74072273903649,"(40.59846531609839, -73.74072273903649)",Queens,2016,0500000US36081,1630963,173337,444776,182571,328408,114495
34733634,11/08/2016 03:39:28 PM,,Rooster,Residence,11691.0,617 JARVIS AVENUE,JARVIS AVENUE,ADDRESS,Open,12/08/2016 03:39:28 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,QUEENS,1056252.0,157420.0,QUEENS,40.59846531609839,-73.74072273903649,"(40.59846531609839, -73.74072273903649)",Queens,2016,0500000US36081,1630963,173337,444776,182571,328408,114495
34734974,11/08/2016 02:29:20 PM,,Rooster,Residence,11691.0,617 JARVIS AVENUE,JARVIS AVENUE,ADDRESS,Open,12/08/2016 02:29:20 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,QUEENS,1056252.0,157420.0,QUEENS,40.59846531609839,-73.74072273903649,"(40.59846531609839, -73.74072273903649)",Queens,2016,0500000US36081,1630963,173337,444776,182571,328408,114495
34735762,11/08/2016 08:44:11 AM,,Rooster,Residence,11691.0,617 JARVIS AVENUE,JARVIS AVENUE,ADDRESS,Open,12/08/2016 08:44:11 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,QUEENS,1056252.0,157420.0,QUEENS,40.59846531609839,-73.74072273903649,"(40.59846531609839, -73.74072273903649)",Queens,2016,0500000US36081,1630963,173337,444776,182571,328408,114495
34747049,11/10/2016 11:26:34 AM,,Rooster,Residence,11411.0,117-28 230 STREET,230 STREET,ADDRESS,Assigned,12/10/2016 11:26:34 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/10/2016 04:51:43 PM,QUEENS,1058648.0,191461.0,QUEENS,40.691880283854395,-73.73171943869215,"(40.691880283854395, -73.73171943869215)",Queens,2016,0500000US36081,1630963,173337,444776,182571,328408,114495
34748921,11/10/2016 08:49:51 AM,,Rooster,Residence,11691.0,617 JARVIS AVENUE,JARVIS AVENUE,ADDRESS,Open,12/10/2016 08:49:51 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,QUEENS,1056252.0,157420.0,QUEENS,40.59846531609839,-73.74072273903649,"(40.59846531609839, -73.74072273903649)",Queens,2016,0500000US36081,1630963,173337,444776,182571,328408,114495
34775680,11/15/2016 01:45:03 AM,,Farm Animal,Residence,11369.0,30-17 86 STREET,86 STREET,ADDRESS,Open,12/15/2016 01:45:03 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,QUEENS,1016781.0,216580.0,QUEENS,40.76107867914693,-73.88257088950735,"(40.76107867914693, -73.88257088950735)",Queens,2016,0500000US36081,1630963,173337,444776,182571,328408,114495
34816385,11/19/2016 08:21:19 PM,,Farm Animal,Residence,11106.0,36-16 30 STREET,30 STREET,ADDRESS,Assigned,12/19/2016 08:21:19 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/22/2016 04:20:02 PM,QUEENS,1003395.0,214916.0,QUEENS,40.756550546325506,-73.93089585162188,"(40.756550546325506, -73.93089585162188)",Queens,2016,0500000US36081,1630963,173337,444776,182571,328408,114495
34820030,11/20/2016 10:57:59 AM,,Rooster,Residence,10305.0,31 HYLAN BOULEVARD,HYLAN BOULEVARD,ADDRESS,Assigned,12/20/2016 10:57:59 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/22/2016 04:21:14 PM,STATEN ISLAND,966348.0,163321.0,STATEN ISLAND,40.61493675145089,-74.0644804377239,"(40.61493675145089, -74.0644804377239)",Staten Island,2016,0500000US36085,324340,14801,101997,41037,61738,23209
34824912,11/20/2016 12:17:49 PM,,Rooster,Residence,11385.0,59-16 PALMETTO STREET,PALMETTO STREET,ADDRESS,Assigned,12/20/2016 12:17:49 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/22/2016 04:18:56 PM,QUEENS,1011234.0,196967.0,QUEENS,40.70726452799009,-73.9026728735283,"(40.70726452799009, -73.9026728735283)",Queens,2016,0500000US36081,1630963,173337,444776,182571,328408,114495
34826600,11/20/2016 11:18:21 AM,,Other,Residence,10305.0,31 HYLAN BOULEVARD,HYLAN BOULEVARD,ADDRESS,Open,12/20/2016 11:18:21 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,STATEN ISLAND,966348.0,163321.0,STATEN ISLAND,40.61493675145089,-74.0644804377239,"(40.61493675145089, -74.0644804377239)",Staten Island,2016,0500000US36085,324340,14801,101997,41037,61738,23209
34832082,11/21/2016 12:08:24 PM,,Turtle Under 4 inches Long,Residence,10453.0,1639 NELSON AVENUE,NELSON AVENUE,ADDRESS,Assigned,12/21/2016 12:08:24 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/22/2016 04:20:04 PM,BRONX,1006727.0,247823.0,BRONX,40.84686336078742,-73.918758797119,"(40.84686336078742, -73.918758797119)",The Bronx,2016,0500000US36005,905151,132714,248174,59904,183782,38498
34875079,11/27/2016 09:17:02 PM,,Rooster,Residence,11691.0,617 JARVIS AVENUE,JARVIS AVENUE,ADDRESS,Open,12/27/2016 09:17:02 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,QUEENS,1056252.0,157420.0,QUEENS,40.59846531609839,-73.74072273903649,"(40.59846531609839, -73.74072273903649)",Queens,2016,0500000US36081,1630963,173337,444776,182571,328408,114495
34975153,12/10/2016 02:28:01 PM,,Snake,Residence,11224.0,2960 WEST 24 STREET,WEST 24 STREET,ADDRESS,Assigned,01/09/2017 02:28:01 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/12/2016 03:45:29 PM,BROOKLYN,986793.0,148519.0,BROOKLYN,40.57432596069376,-73.99084604833183,"(40.574325960693756, -73.99084604833183)",Kings,2016,0500000US36047,1753695,173424,452449,235026,360926,141308
34989336,12/12/2016 12:47:23 PM,,Snake,Residence,11355.0,140-59 ASH AVENUE,ASH AVENUE,ADDRESS,Assigned,01/11/2017 12:47:23 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/12/2016 03:45:29 PM,QUEENS,1033455.0,214723.0,QUEENS,40.75590462460252,-73.82239547527394,"(40.75590462460252, -73.82239547527394)",Queens,2016,0500000US36081,1630963,173337,444776,182571,328408,114495
34991384,12/12/2016 11:58:15 AM,,Other,Residence,11221.0,943 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,ADDRESS,Assigned,01/11/2017 11:58:15 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/12/2016 03:45:27 PM,BROOKLYN,1003380.0,193448.0,BROOKLYN,40.697626167474496,-73.9310110223739,"(40.697626167474496, -73.9310110223739)",Kings,2016,0500000US36047,1753695,173424,452449,235026,360926,141308
35016544,12/15/2016 03:06:42 PM,,Rooster,Residence,10456.0,1325 FRANKLIN AVENUE,FRANKLIN AVENUE,ADDRESS,Assigned,01/14/2017 03:06:42 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/15/2016 03:35:42 PM,BRONX,1011532.0,242557.0,BRONX,40.83239619347084,-73.90141296848977,"(40.83239619347084, -73.90141296848977)",The Bronx,2016,0500000US36005,905151,132714,248174,59904,183782,38498
35023190,12/15/2016 08:17:48 PM,,Monkey,Residence,11362.0,240-67 67 AVENUE,67 AVENUE,ADDRESS,Assigned,01/14/2017 08:17:48 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/19/2016 03:39:52 PM,QUEENS,1056882.0,213266.0,QUEENS,40.75174414060918,-73.73785231992326,"(40.75174414060918, -73.73785231992326)",Queens,2016,0500000US36081,1630963,173337,444776,182571,328408,114495
35030987,12/16/2016 11:27:40 AM,,Farm Animal,Residence,11215.0,153 18 STREET,18 STREET,ADDRESS,Assigned,01/15/2017 11:27:40 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/19/2016 03:39:51 PM,BROOKLYN,985702.0,181523.0,BROOKLYN,40.664915310161035,-73.99476618602787,"(40.664915310161035, -73.99476618602787)",Kings,2016,0500000US36047,1753695,173424,452449,235026,360926,141308
35031809,12/16/2016 02:23:40 PM,,Rooster,Residence,11215.0,253 18 STREET,18 STREET,ADDRESS,Assigned,01/15/2017 02:23:40 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/19/2016 03:39:52 PM,BROOKLYN,986756.0,180685.0,BROOKLYN,40.66261495016722,-73.99096729647265,"(40.66261495016722, -73.99096729647265)",Kings,2016,0500000US36047,1753695,173424,452449,235026,360926,141308
35032567,12/16/2016 07:52:05 PM,,Other,Residence,11362.0,240-67 67 AVENUE,67 AVENUE,ADDRESS,Open,01/15/2017 07:52:05 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,QUEENS,1056882.0,213266.0,QUEENS,40.75174414060918,-73.73785231992326,"(40.75174414060918, -73.73785231992326)",Queens,2016,0500000US36081,1630963,173337,444776,182571,328408,114495
35069225,12/20/2016 02:30:23 PM,,Rooster,Residence,11367.0,152-05 79 AVENUE,79 AVENUE,ADDRESS,Assigned,01/19/2017 02:30:23 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/20/2016 04:07:10 PM,QUEENS,1036398.0,201803.0,QUEENS,40.72042563987618,-73.81187295753811,"(40.72042563987618, -73.81187295753811)",Queens,2016,0500000US36081,1630963,173337,444776,182571,328408,114495
35116826,12/28/2016 12:23:16 PM,,Rooster,Residence,11379.0,64-23 ELIOT AVENUE,ELIOT AVENUE,ADDRESS,Assigned,01/27/2017 12:23:16 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/28/2016 04:32:08 PM,QUEENS,1012424.0,200146.0,QUEENS,40.7159864119856,-73.89836742748992,"(40.715986411985604, -73.89836742748992)",Queens,2016,0500000US36081,1630963,173337,444776,182571,328408,114495
35134225,12/30/2016 04:23:30 PM,,Ferret,Residence,10461.0,1541 WILLIAMSBRIDGE ROAD,WILLIAMSBRIDGE ROAD,ADDRESS,Assigned,01/29/2017 04:23:30 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/03/2017 04:15:08 PM,BRONX,1026372.0,247482.0,BRONX,40.845855556881986,-73.84775586888823,"(40.845855556881986, -73.84775586888823)",The Bronx,2016,0500000US36005,905151,132714,248174,59904,183782,38498
35142845,01/01/2017 01:40:32 AM,,Other,Residence,10472.0,1280 COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,ADDRESS,Assigned,01/31/2017 01:40:32 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/03/2017 04:15:07 PM,BRONX,1020691.0,242466.0,BRONX,40.83211338308505,-73.86831627669395,"(40.83211338308505, -73.86831627669395)",The Bronx,2017,0500000US36005,927374,134691,256066,63879,184809,38416
35144388,01/01/2017 03:04:19 AM,,Other,Residence,10472.0,1280 COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,ADDRESS,Open,01/31/2017 03:04:19 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,BRONX,1020691.0,242466.0,BRONX,40.83211338308505,-73.86831627669395,"(40.83211338308505, -73.86831627669395)",The Bronx,2017,0500000US36005,927374,134691,256066,63879,184809,38416
35144389,01/01/2017 03:00:23 AM,,Other,Residence,10472.0,1280 COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,ADDRESS,Open,01/31/2017 03:00:23 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,BRONX,1020691.0,242466.0,BRONX,40.83211338308505,-73.86831627669395,"(40.83211338308505, -73.86831627669395)",The Bronx,2017,0500000US36005,927374,134691,256066,63879,184809,38416
35147156,01/01/2017 02:55:26 AM,,Other,Residence,10472.0,1280 COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,ADDRESS,Open,01/31/2017 02:55:26 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,BRONX,1020691.0,242466.0,BRONX,40.83211338308505,-73.86831627669395,"(40.83211338308505, -73.86831627669395)",The Bronx,2017,0500000US36005,927374,134691,256066,63879,184809,38416
35158261,01/03/2017 03:42:45 PM,,Farm Animal,Residence,10308.0,6 EVERGREEN STREET,EVERGREEN STREET,ADDRESS,Assigned,02/02/2017 03:42:45 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/03/2017 04:15:16 PM,STATEN ISLAND,944931.0,143002.0,STATEN ISLAND,40.559096062965935,-74.14150308031437,"(40.559096062965935, -74.14150308031437)",Staten Island,2017,0500000US36085,328506,15504,103011,42865,61082,23966
35163484,01/04/2017 07:08:25 AM,,Rooster,Residence,10031.0,35 HAMILTON PLACE,HAMILTON PLACE,ADDRESS,Assigned,02/03/2017 07:08:25 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/05/2017 04:40:14 PM,MANHATTAN,997407.0,238740.0,MANHATTAN,40.82195195634232,-73.95246295064027,"(40.82195195634232, -73.95246295064027)",New York,2017,0500000US36061,1259137,88010,156607,366162,238802,157052
35168653,01/04/2017 07:11:38 AM,,Rooster,Residence,10031.0,35 HAMILTON PLACE,HAMILTON PLACE,ADDRESS,Assigned,02/03/2017 07:11:38 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/05/2017 04:40:11 PM,MANHATTAN,997407.0,238740.0,MANHATTAN,40.82195195634232,-73.95246295064027,"(40.82195195634232, -73.95246295064027)",New York,2017,0500000US36061,1259137,88010,156607,366162,238802,157052
35169675,01/04/2017 05:24:31 PM,,Other,Residence,11379.0,62-25 79 STREET,79 STREET,ADDRESS,Assigned,02/03/2017 05:24:31 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/05/2017 04:40:11 PM,QUEENS,1018011.0,202473.0,QUEENS,40.722353904857925,-73.87820169497803,"(40.722353904857925, -73.87820169497803)",Queens,2017,0500000US36081,1665576,174550,461228,187932,328686,115883
35176305,01/05/2017 01:49:21 PM,,Ferret,Residence,11235.0,2995 OCEAN PARKWAY,OCEAN PARKWAY,ADDRESS,Assigned,02/04/2017 01:49:21 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/05/2017 04:41:19 PM,BROOKLYN,993072.0,149683.0,BROOKLYN,40.57751688737245,-73.9682422251899,"(40.57751688737245, -73.9682422251899)",Kings,2017,0500000US36047,1789355,172862,460338,249155,364039,148578
35210145,01/09/2017 07:17:33 PM,,Rooster,Residence,11208.0,846 JAMAICA AVENUE,JAMAICA AVENUE,ADDRESS,Assigned,02/08/2017 07:17:33 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/10/2017 04:02:42 PM,BROOKLYN,1019363.0,190533.0,BROOKLYN,40.689576191739086,-73.87338640304071,"(40.689576191739086, -73.87338640304071)",Kings,2017,0500000US36047,1789355,172862,460338,249155,364039,148578
35250607,01/14/2017 11:26:26 PM,,Other,Residence,11239.0,1465 GENEVA LOOP,GENEVA LOOP,ADDRESS,Assigned,02/13/2017 11:26:26 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/17/2017 04:14:25 PM,BROOKLYN,1017987.0,174712.0,BROOKLYN,40.64615646639412,-73.8784272761319,"(40.64615646639412, -73.8784272761319)",Kings,2017,0500000US36047,1789355,172862,460338,249155,364039,148578
35258238,01/16/2017 12:09:22 PM,,Other,Residence,10009.0,298 EAST 3 STREET,EAST 3 STREET,ADDRESS,Assigned,02/15/2017 12:09:22 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/17/2017 04:15:37 PM,MANHATTAN,989835.0,202084.0,MANHATTAN,40.72134885375417,-73.97985151322482,"(40.72134885375417, -73.97985151322482)",New York,2017,0500000US36061,1259137,88010,156607,366162,238802,157052
35270265,01/17/2017 01:22:30 PM,,Other,Residence,11229.0,1854 EAST 22 STREET,EAST 22 STREET,ADDRESS,Assigned,02/16/2017 01:22:30 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/17/2017 04:15:44 PM,BROOKLYN,997950.0,160048.0,BROOKLYN,40.605960533947105,-73.95066120025965,"(40.605960533947105, -73.95066120025965)",Kings,2017,0500000US36047,1789355,172862,460338,249155,364039,148578
35293001,01/20/2017 09:49:31 PM,,Snake,Residence,10039.0,200 WEST 147 STREET,WEST 147 STREET,ADDRESS,Assigned,02/19/2017 09:49:31 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/23/2017 04:34:50 PM,MANHATTAN,1001216.0,239185.0,MANHATTAN,40.82316686032849,-73.9386996784629,"(40.82316686032849, -73.9386996784629)",New York,2017,0500000US36061,1259137,88010,156607,366162,238802,157052
35315285,01/23/2017 01:23:11 PM,,Snake,Residence,11225.0,150 OCEAN AVENUE,OCEAN AVENUE,ADDRESS,Assigned,02/22/2017 01:23:11 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/23/2017 04:35:56 PM,BROOKLYN,994620.0,179515.0,BROOKLYN,40.65939784047823,-73.96262385437335,"(40.65939784047823, -73.96262385437335)",Kings,2017,0500000US36047,1789355,172862,460338,249155,364039,148578
35329432,01/24/2017 05:16:25 PM,,Snake,Residence,10301.0,416B JERSEY STREET,JERSEY STREET,ADDRESS,Assigned,02/23/2017 05:16:25 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/25/2017 03:38:45 PM,STATEN ISLAND,959970.0,171778.0,STATEN ISLAND,40.6381342463984,-74.08748348750338,"(40.6381342463984, -74.08748348750338)",Staten Island,2017,0500000US36085,328506,15504,103011,42865,61082,23966
35331839,01/25/2017 12:35:15 PM,,Other,Residence,10462.0,,,INTERSECTION,Assigned,02/24/2017 12:35:15 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/25/2017 03:38:49 PM,BRONX,1022168.0,250592.0,BRONX,40.85441062962741,-73.86293302934975,"(40.85441062962741, -73.86293302934975)",The Bronx,2017,0500000US36005,927374,134691,256066,63879,184809,38416
35334066,01/25/2017 12:18:01 PM,,Other,Residence,11357.0,149-39 8 AVENUE,8 AVENUE,ADDRESS,Assigned,02/24/2017 12:18:01 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/25/2017 03:38:46 PM,QUEENS,1034926.0,228489.0,QUEENS,40.793680291661786,-73.81698212978924,"(40.793680291661786, -73.81698212978924)",Queens,2017,0500000US36081,1665576,174550,461228,187932,328686,115883
35369330,01/29/2017 07:47:03 PM,,Iguana,Residence,10017.0,155 EAST 49 STREET,EAST 49 STREET,ADDRESS,Assigned,02/28/2017 07:47:03 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/30/2017 04:09:43 PM,MANHATTAN,991979.0,214555.0,MANHATTAN,40.75557704242138,-73.97210247528405,"(40.75557704242138, -73.97210247528405)",New York,2017,0500000US36061,1259137,88010,156607,366162,238802,157052
35386833,01/31/2017 01:50:38 PM,,Ferret,Residence,10461.0,1541 WILLIAMSBRIDGE ROAD,WILLIAMSBRIDGE ROAD,ADDRESS,Open,03/02/2017 01:50:38 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,BRONX,1026372.0,247482.0,BRONX,40.845855556881986,-73.84775586888823,"(40.845855556881986, -73.84775586888823)",The Bronx,2017,0500000US36005,927374,134691,256066,63879,184809,38416
35405866,02/03/2017 12:08:46 PM,,Other,Residence,11691.0,617 JARVIS AVENUE,JARVIS AVENUE,ADDRESS,Assigned,03/05/2017 12:08:46 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",02/06/2017 03:51:27 PM,QUEENS,1056252.0,157420.0,QUEENS,40.59846531609839,-73.74072273903649,"(40.59846531609839, -73.74072273903649)",Queens,2017,0500000US36081,1665576,174550,461228,187932,328686,115883
35437540,02/07/2017 04:01:30 PM,,Ferret,Residence,10025.0,50 MANHATTAN AVENUE,MANHATTAN AVENUE,ADDRESS,Assigned,03/09/2017 04:01:30 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",02/08/2017 04:03:18 PM,MANHATTAN,994403.0,229319.0,MANHATTAN,40.79609788727609,-73.96333083470218,"(40.79609788727609, -73.96333083470218)",New York,2017,0500000US36061,1259137,88010,156607,366162,238802,157052
35439249,02/07/2017 09:21:18 AM,,Rooster,Residence,10453.0,,,INTERSECTION,Assigned,03/09/2017 09:21:18 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",02/07/2017 03:35:53 PM,BRONX,1008971.0,247868.0,BRONX,40.84698087511962,-73.91064788962946,"(40.84698087511962, -73.91064788962946)",The Bronx,2017,0500000US36005,927374,134691,256066,63879,184809,38416
35464719,02/11/2017 04:50:12 PM,,Other,Residence,11360.0,30-12 CORPORAL KENNEDY STREET,CORPORAL KENNEDY STREET,ADDRESS,Assigned,03/13/2017 04:50:12 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",02/13/2017 04:07:02 PM,QUEENS,1044917.0,221049.0,QUEENS,40.773196592063165,-73.78096666302169,"(40.773196592063165, -73.78096666302169)",Queens,2017,0500000US36081,1665576,174550,461228,187932,328686,115883
35489245,02/14/2017 10:40:27 AM,,Ferret,Residence,11385.0,61-15 LINDEN STREET,LINDEN STREET,ADDRESS,Assigned,03/16/2017 10:40:27 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",02/14/2017 03:35:37 PM,QUEENS,1012446.0,197908.0,QUEENS,40.70984356933212,-73.89829743972416,"(40.70984356933212, -73.89829743972416)",Queens,2017,0500000US36081,1665576,174550,461228,187932,328686,115883
